synth_id,prompt_coda_id,prompt_clean_idx,unit,coda_type,audio_path
915,552,510,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0915.wav
916,1179,1083,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0916.wav
917,1173,1077,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0917.wav
918,743,686,F,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0918.wav
919,245,213,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0919.wav
920,69,64,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0920.wav
921,423,386,D,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0921.wav
922,154,133,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0922.wav
923,160,139,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0923.wav
924,541,499,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0924.wav
925,879,805,F,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0925.wav
926,1429,1316,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0926.wav
927,453,415,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0927.wav
928,1,0,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0928.wav
929,1421,1308,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0929.wav
930,128,110,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0930.wav
931,998,908,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0931.wav
932,116,101,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0932.wav
933,154,133,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0933.wav
934,425,388,D,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0934.wav
935,279,246,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0935.wav
936,64,59,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0936.wav
937,489,450,D,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0937.wav
938,1260,1160,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0938.wav
939,1389,1276,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0939.wav
940,1401,1288,F,7D1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0940.wav
941,1299,1196,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0941.wav
942,36,32,A,8i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0942.wav
943,34,31,A,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0943.wav
944,260,227,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0944.wav
945,144,125,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0945.wav
946,962,874,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0946.wav
947,1198,1102,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0947.wav
948,61,56,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0948.wav
949,834,765,F,5R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0949.wav
950,162,141,A,3D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0950.wav
951,1000,910,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0951.wav
952,333,299,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0952.wav
953,520,479,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0953.wav
954,1439,1326,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0954.wav
955,1076,982,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0955.wav
956,490,451,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0956.wav
957,416,379,D,7i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0957.wav
958,465,426,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0958.wav
959,167,146,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0959.wav
960,18,17,A,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0960.wav
961,369,335,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0961.wav
962,341,307,D,4R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0962.wav
963,252,220,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0963.wav
964,810,745,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0964.wav
965,359,325,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0965.wav
966,318,284,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0966.wav
967,555,513,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0967.wav
968,460,421,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0968.wav
969,1244,1144,F,8R,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0969.wav
970,56,51,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0970.wav
971,445,407,D,6i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0971.wav
972,604,556,D,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0972.wav
973,106,95,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0973.wav
974,815,750,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0974.wav
975,1217,1121,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0975.wav
976,46,41,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0976.wav
977,1098,1003,F,4D,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0977.wav
978,714,657,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0978.wav
979,475,436,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0979.wav
980,1084,989,F,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0980.wav
981,7,6,A,5R3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0981.wav
982,443,405,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0982.wav
983,257,224,A,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0983.wav
984,60,55,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0984.wav
985,399,364,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0985.wav
986,299,265,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0986.wav
987,126,108,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0987.wav
988,321,287,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0988.wav
989,302,268,D,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0989.wav
990,233,201,A,4R2,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0990.wav
991,482,443,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0991.wav
992,200,173,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0992.wav
993,116,101,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0993.wav
994,437,399,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0994.wav
995,272,239,A,9i,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0995.wav
996,543,501,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0996.wav
997,350,316,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0997.wav
998,480,441,D,5R1,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0998.wav
999,67,62,A,1+1+3,/Users/joaoquintanilha/Downloads/data_297_final_paper/datasets/synthetic_audio/synth_0999.wav
